"","STU_ID","X1PAR1EDU","X1PAR2EDU","X1MTHID","X2MTHID"
"4596",14931,4,5,-0.57,0.12
"4597",14932,-8,-8,-8,-1.54
"4598",14933,3,2,-1.73,-0.42
"4599",14934,3,4,-1.73,-1.54
"4600",14935,3,2,0.6,1.28
"4601",14936,-8,-8,1.16,-1.54
"4602",14938,3,-7,-1.73,-8
"4603",14939,2,-7,-0.57,0.7
"4604",14940,-8,-8,0.6,-0.42
"4605",14941,-8,-8,0.6,0.12
"4606",14942,5,3,0.6,1.82
"4607",14943,5,5,1.76,-0.42
"4608",14944,4,1,1.16,1.24
"4609",14945,-8,-8,-1.13,-1.54
"4610",14946,-8,-8,0.6,0.7
"4611",14947,2,-7,-1.73,-1.54
"4612",14948,-8,-8,-0.57,-8
"4613",14949,1,2,-0.57,-1.54
"4614",14950,-8,-8,1.76,1.82
"4615",14952,2,2,1.76,1.82
"4616",14953,4,7,-8,1.82
"4617",14954,4,4,0.6,1.82
"4618",14956,2,-7,0.03,-1.54
"4619",14957,4,-7,1.19,1.82
"4620",14958,2,2,0.6,-0.96
"4621",14959,2,2,1.76,0.7
"4622",14960,-8,-8,-8,-1.54
"4623",14961,3,2,-1.73,-8
"4624",14962,5,5,0.6,0.7
"4625",14963,2,3,-1.73,0.16
"4626",14964,-8,-8,-1.73,-8
"4627",14965,-8,-8,-1.73,-8
"4628",14966,2,2,0,-0.42
"4629",14967,5,5,0.6,1.82
"4630",14969,5,4,0.6,-0.42
"4631",14970,4,2,-1.16,-8
"4632",14971,3,2,0.6,1.24
"4633",14972,2,2,-0.57,-1.54
"4634",14973,1,1,1.16,0.7
"4635",14974,2,2,-8,1.82
"4636",14975,3,2,-0.57,-0.42
"4637",14976,4,4,0.6,1.82
"4638",14977,-8,-8,-0.57,-0.42
"4639",14978,5,3,-1.73,0.16
"4640",14979,2,-7,1.76,1.82
"4641",14980,-8,-8,-8,-0.42
"4642",14981,-8,-8,-8,-1.54
"4643",14982,2,-7,1.16,1.24
"4644",14983,-8,-8,-8,0.16
"4645",14984,4,4,-0.57,-8
"4646",14985,2,2,-1.13,-1.54
"4647",14986,-8,-8,-1.73,-1.54
"4648",14987,-8,-8,-1.73,-0.96
"4649",14988,-8,-8,-1.13,0.7
"4650",14989,2,2,0.6,0.7
"4651",14990,4,-7,0.6,0.12
"4652",14991,2,2,-1.13,-1.54
"4653",14992,5,3,0.03,-0.42
"4654",14993,2,3,1.16,0.16
"4655",14994,2,2,0.03,-0.96
"4656",14995,-8,-8,-8,-0.42
"4657",14996,4,4,1.16,-8
"4658",14997,2,2,1.76,1.82
"4659",14998,4,4,1.76,1.82
"4660",14999,2,3,1.19,-0.42
"4661",15000,-8,-8,-1.13,-1.54
"4662",15001,2,2,0.6,0.7
"4663",15002,-8,-8,-8,1.24
"4664",15003,2,2,-0.57,-0.96
"4665",15004,3,2,0.03,-0.42
"4666",15005,-8,-8,-8,-0.42
"4667",15006,2,2,0,0.7
"4668",15007,7,4,-0.57,-0.42
"4669",15008,-8,-8,-8,0.12
"4670",15009,3,4,0.6,-8
"4671",15010,4,4,-0.57,-0.42
"4672",15011,4,2,0,-1.54
"4673",15012,2,2,-9,0.12
"4674",15013,5,5,1.76,1.82
"4675",15014,-8,-8,-8,1.28
"4676",15015,2,-7,-0.57,-1.54
"4677",15016,2,2,0,-1.54
"4678",15017,-8,-8,-0.57,0.7
"4679",15018,4,5,-1.73,-0.42
"4680",15019,-8,-8,0.03,-0.42
"4681",15020,5,2,0.6,-0.42
"4682",15021,-8,-8,0.6,-8
"4683",15023,4,2,0.6,0.7
"4684",15024,1,2,0.6,1.24
"4685",15025,-8,-8,-0.57,-8
"4686",15026,4,-7,-1.73,-1.54
"4687",15027,5,3,0.6,0.7
"4688",15028,-8,-8,-1.73,-0.42
"4689",15029,1,2,0,-1.54
"4690",15030,2,4,0.6,-8
"4691",15031,7,7,1.19,0.7
"4692",15033,2,4,-0.57,0.7
"4693",15034,4,4,0.6,0.7
"4694",15035,5,5,-1.13,-1.54
"4695",15036,-8,-8,0.6,0.16
"4696",15037,3,3,-0.57,0.7
"4697",15038,1,1,0.63,0.7
"4698",15039,5,2,1.19,1.82
"4699",15040,4,2,-0.53,0.16
"4700",15041,-8,-8,-8,-0.42
"4701",15042,2,4,-1.13,-0.37
"4702",15043,4,3,0.6,-8
"4703",15044,-8,-8,1.19,-0.37
"4704",15046,2,3,-0.57,0.7
"4705",15047,5,5,0.56,1.24
"4706",15048,2,2,-0.57,0.7
"4707",15049,3,3,-8,0.7
"4708",15050,3,-7,1.19,0.16
"4709",15051,1,-7,0.6,-0.42
"4710",15052,-8,-8,-1.73,-8
"4711",15053,3,2,0,-1.54
"4712",15054,4,4,-0.57,1.82
"4713",15055,5,5,0.63,-0.37
"4714",15056,4,7,0.6,0.7
"4715",15057,-8,-8,0.6,-1.54
"4716",15058,3,2,0.03,-0.42
"4717",15059,1,-7,-0.57,-1.54
"4718",15060,2,-7,0.6,-0.42
"4719",15061,3,4,0.6,-0.42
"4720",15062,-8,-8,0.6,-8
"4721",15063,2,-7,0.6,-8
"4722",15064,4,2,-0.03,-0.42
"4723",15065,-8,-8,-8,-1.54
"4724",15066,3,-7,1.19,-8
"4725",15067,2,3,0.6,0.7
"4726",15068,3,1,-1.16,-1.54
"4727",15069,3,2,0.03,0.16
"4728",15070,2,3,0.6,1.24
"4729",15071,4,2,-0.57,-0.42
"4730",15072,2,5,1.76,0.7
"4731",15073,-8,-8,-1.73,-1.54
"4732",15074,5,2,0.6,0.7
"4733",15075,-8,-8,0.6,0.16
"4734",15076,-8,-8,-1.73,-0.42
"4735",15078,-8,-8,0.6,0.7
"4736",15079,5,4,0.6,-0.42
"4737",15080,2,7,-1.13,-1.54
"4738",15081,-8,-8,-8,-9
"4739",15082,-8,-8,-9,-8
"4740",15083,5,2,1.19,1.82
"4741",15084,-8,-8,0.03,0.7
"4742",15085,5,4,0.6,0.7
"4743",15086,2,2,-0.57,-8
"4744",15087,-8,-8,-0.57,-1.54
"4745",15088,2,4,0.6,0.7
"4746",15089,-9,-9,-8,0.12
"4747",15090,-8,-8,1.76,-0.96
"4748",15091,2,4,-0.57,0.12
"4749",15092,-8,-8,0,-1.54
"4750",15093,2,2,0.03,0.16
"4751",15094,3,-7,-0.6,-0.42
"4752",15095,5,5,-0.57,-0.96
"4753",15096,4,5,0.6,0.7
"4754",15097,3,2,0.03,0.12
"4755",15098,3,3,-1.73,0.7
"4756",15099,4,2,1.19,0.16
"4757",15100,3,2,-1.73,-1.54
"4758",15101,4,4,-1.13,-0.96
"4759",15102,-8,-8,-0.57,-1.54
"4760",15103,2,1,0.6,0.7
"4761",15104,2,2,0.03,0.16
"4762",15106,4,2,0.03,-1.54
"4763",15107,-8,-8,-1.13,-1.54
"4764",15108,5,4,0.6,0.7
"4765",15109,3,1,0.6,-8
"4766",15110,4,2,-0.6,-8
"4767",15111,4,2,0.6,1.24
"4768",15112,5,-7,-0.6,-1.54
"4769",15113,-8,-8,0.6,0.7
"4770",15114,-8,-8,-8,0.7
"4771",15115,2,2,0,0.16
"4772",15116,2,2,0.6,-8
"4773",15117,3,2,-1.13,0.16
"4774",15119,4,4,0.6,1.24
"4775",15120,-8,-8,1.16,-8
"4776",15121,-8,-8,-8,0.7
"4777",15122,2,-7,1.76,1.24
"4778",15123,3,2,-1.73,-0.42
"4779",15124,3,4,1.19,-0.42
"4780",15126,2,-7,0.6,0.7
"4781",15127,-8,-8,1.76,-8
"4782",15128,2,2,1.76,1.82
"4783",15129,1,1,-1.73,-1.54
"4784",15130,4,-7,1.76,0.7
"4785",15131,-8,-8,-0.57,-0.42
"4786",15132,-8,-8,-1.73,0.7
"4787",15133,2,2,1.76,1.82
"4788",15134,4,4,0.6,0.16
"4789",15135,-8,-8,-8,-0.42
"4790",15136,3,5,1.16,0.7
"4791",15137,3,-7,0.6,-8
"4792",15138,7,5,1.76,1.82
"4793",15139,4,2,1.16,0.7
"4794",15140,-8,-8,-1.13,-0.42
"4795",15141,2,1,0.03,0.7
"4796",15142,5,2,0.03,0.16
"4797",15143,4,4,1.76,1.82
"4798",15144,-8,-8,-1.13,-1.54
"4799",15145,-8,-8,-0.57,-8
"4800",15146,2,2,-8,-0.42
"4801",15147,2,2,0.6,0.12
"4802",15148,2,2,-0.57,0.12
"4803",15149,1,2,0,-0.42
"4804",15150,-8,-8,0.6,0.7
"4805",15151,2,-7,-0.57,-0.42
"4806",15152,2,2,0.6,0.12
"4807",15153,5,4,0.6,0.7
"4808",15154,2,2,-1.16,0.7
"4809",15155,2,4,-1.13,-8
"4810",15156,-8,-8,1.16,1.28
"4811",15157,1,1,-0.57,-8
"4812",15158,2,-7,-8,-0.37
"4813",15159,7,7,0.6,0.7
"4814",15160,2,2,-0.57,-0.42
"4815",15161,4,2,-0.57,0.12
"4816",15162,2,-7,0.6,0.16
"4817",15163,5,7,1.76,-0.42
"4818",15164,4,5,1.76,1.82
"4819",15165,1,1,0.6,0.16
"4820",15166,5,2,-8,0.12
"4821",15168,2,-7,0.03,0.16
"4822",15169,2,4,-0.57,0.7
"4823",15171,4,4,0.6,0.7
"4824",15172,2,5,0,0.7
"4825",15173,-8,-8,-8,-0.42
"4826",15174,2,2,0.03,0.16
"4827",15175,2,5,0.6,0.12
"4828",15176,-8,-8,-1.13,-0.96
"4829",15177,4,5,0.6,1.28
"4830",15178,-8,-8,-0.57,0.7
"4831",15179,4,-7,0,0.12
"4832",15180,-8,-8,0.6,0.66
"4833",15181,3,7,1.16,-8
"4834",15182,4,2,0.03,0.16
"4835",15183,1,2,0.03,-0.96
"4836",15184,-8,-8,-0.57,-8
"4837",15185,5,5,0.6,-0.37
"4838",15186,-8,-8,0.6,-8
"4839",15187,-8,-8,-9,-0.42
"4840",15188,-8,-8,-8,1.28
"4841",15189,-8,-8,-8,-8
"4842",15190,3,2,-1.73,-0.96
"4843",15191,4,4,1.76,1.82
"4844",15192,4,4,-0.57,-0.42
"4845",15193,2,3,0.03,-8
"4846",15194,2,1,-1.16,-1.54
"4847",15195,2,-7,1.16,-1.54
"4848",15196,2,2,-8,-1.54
"4849",15198,2,2,-1.73,-0.42
"4850",15199,-8,-8,-0.57,0.16
"4851",15200,3,-7,1.19,1.82
"4852",15201,2,-7,-1.16,-1.54
"4853",15202,-8,-8,-0.57,-1.54
"4854",15203,1,2,1.16,0.66
"4855",15204,2,3,1.76,-8
"4856",15205,2,2,1.16,-9
"4857",15206,3,2,0,-0.42
"4858",15207,-8,-8,-1.13,0.16
"4859",15208,2,2,1.76,1.82
"4860",15209,4,2,-0.57,0.7
"4861",15210,2,2,0.6,0.12
"4862",15211,7,7,1.19,0.16
"4863",15212,-8,-8,-0.57,-0.42
"4864",15213,3,3,-0.57,-8
"4865",15214,-8,-8,-1.13,-8
"4866",15215,1,-7,0.6,-9
"4867",15216,2,2,0.63,-1.54
"4868",15217,4,2,0,0.12
"4869",15218,2,-7,0.03,-8
"4870",15219,4,4,1.76,1.82
"4871",15220,4,7,1.76,1.28
"4872",15221,-8,-8,-0.57,-8
"4873",15222,2,3,0.6,1.82
"4874",15223,4,4,-1.73,0.7
"4875",15224,-8,-8,1.16,1.24
"4876",15225,5,2,1.76,0.7
"4877",15226,2,-7,-1.73,-0.42
"4878",15227,-8,-8,-1.13,-0.42
"4879",15229,2,-7,-0.57,-0.42
"4880",15230,-8,-8,-8,0.7
"4881",15231,2,-7,0.6,-0.96
"4882",15232,2,-7,0.03,-0.42
"4883",15233,-8,-8,-1.13,-0.42
"4884",15234,-8,-8,-0.57,-8
"4885",15235,-8,-8,0.03,-0.42
"4886",15236,-8,-8,-1.73,-8
"4887",15237,-8,-8,-8,-1.54
"4888",15238,4,2,0.6,-0.42
"4889",15239,-8,-8,-0.57,-0.96
"4890",15240,-8,-8,-1.73,-8
"4891",15241,-8,-8,-8,0.16
"4892",15242,3,-7,0.6,0.7
"4893",15243,2,2,-0.57,0.7
"4894",15244,-8,-8,1.16,-8
"4895",15245,3,2,1.76,-0.42
"4896",15246,3,2,0.6,-8
"4897",15247,3,2,-1.73,0.16
"4898",15248,2,2,0.03,-8
"4899",15249,5,2,-9,0.16
"4900",15250,4,-7,-0.53,0.16
"4901",15251,4,2,-0.57,-1.54
"4902",15252,2,4,0,-9
"4903",15253,3,2,1.76,1.24
"4904",15254,2,-7,0.6,0.7
"4905",15255,7,4,0.6,0.7
"4906",15257,2,2,0.6,-8
"4907",15258,3,4,-1.73,-1.54
"4908",15259,4,4,1.76,1.82
"4909",15260,-8,-8,-8,-9
"4910",15261,2,4,-1.73,-1.54
"4911",15262,-8,-8,-8,-0.42
"4912",15263,-8,-8,-1.73,-1.54
"4913",15264,-8,-8,0.03,-0.96
"4914",15265,2,2,0.6,-1.54
"4915",15266,4,7,0.6,0.7
"4916",15267,2,4,-0.57,-0.96
"4917",15268,5,5,1.76,0.7
"4918",15269,-8,-8,-1.16,-0.42
"4919",15270,-8,-8,-8,-0.42
"4920",15271,-8,-8,0.6,-0.42
"4921",15272,-8,-8,-8,-0.42
"4922",15274,4,-7,-1.73,-1.54
"4923",15276,2,-7,-1.73,-0.37
"4924",15278,1,-7,-1.16,0.7
"4925",15279,-8,-8,0.03,0.16
"4926",15280,2,-7,1.19,0.16
"4927",15281,-8,-8,-8,-9
"4928",15282,2,4,-1.16,0.16
"4929",15283,3,2,0,-8
"4930",15285,-8,-8,0.6,0.7
"4931",15286,-8,-8,-0.57,-8
"4932",15287,4,2,0.6,0.7
"4933",15288,4,4,0.6,-0.96
"4934",15289,2,2,-0.57,-8
"4935",15290,1,2,0,0.12
"4936",15291,-8,-8,-1.73,1.24
"4937",15292,-8,-8,-0.57,0.12
"4938",15293,4,4,0.6,0.7
"4939",15294,-8,-8,0,0.12
"4940",15295,3,-7,1.19,-0.42
"4941",15296,-8,-8,1.19,1.82
"4942",15297,7,2,1.76,-9
"4943",15298,2,2,-1.73,-8
"4944",15299,2,2,0,0.7
"4945",15300,4,-7,1.76,-8
"4946",15301,-8,-8,1.19,-0.42
"4947",15302,2,2,0.6,0.7
"4948",15303,1,1,0.6,-1.54
"4949",15304,1,1,-0.57,-0.42
"4950",15305,-8,-8,0.6,1.24
"4951",15306,1,2,-9,0.7
"4952",15307,2,1,1.16,1.82
"4953",15308,4,4,-1.16,-0.42
"4954",15309,3,2,1.76,-0.42
"4955",15310,7,7,0,-8
"4956",15311,2,2,0.6,-1.54
"4957",15312,-8,-8,0.03,-0.42
"4958",15313,2,4,1.16,0.7
"4959",15315,-8,-8,-0.03,-8
"4960",15317,2,2,-1.73,-0.42
"4961",15318,3,-7,-1.13,-0.96
"4962",15319,3,2,0.6,-8
"4963",15320,-8,-8,0.6,-8
"4964",15321,4,4,0.03,-0.42
"4965",15322,2,2,-0.53,-1.54
"4966",15323,5,5,-1.73,-0.42
"4967",15324,2,2,0.03,-8
"4968",15325,2,-7,-1.73,-1.54
"4969",15327,4,2,0.6,0.16
"4970",15328,4,-7,0.6,-8
"4971",15329,1,2,0.6,-8
"4972",15330,4,2,-8,1.82
"4973",15331,1,-7,0.6,-0.42
"4974",15332,2,4,1.16,1.24
"4975",15334,4,3,0,-0.42
"4976",15335,2,-7,0,0.7
"4977",15336,2,1,-0.57,0.12
"4978",15337,3,-7,0.63,-1
"4979",15338,2,7,0.6,-8
"4980",15339,2,2,1.76,-8
"4981",15341,4,2,1.16,1.82
"4982",15342,-8,-8,-8,0.7
"4983",15343,2,2,-1.73,-0.96
"4984",15344,-8,-8,0,0.12
"4985",15345,2,-7,0.6,0.7
"4986",15346,4,-7,-0.57,-8
"4987",15347,2,3,-0.57,-0.42
"4988",15348,3,2,-0.57,-1.54
"4989",15349,2,2,1.16,1.82
"4990",15350,4,-7,0.6,0.16
"4991",15351,1,1,-1.73,-1.54
"4992",15352,2,2,0.6,0.12
"4993",15353,-8,-8,-8,1.82
"4994",15354,2,-7,0.6,1.24
"4995",15356,4,-7,1.76,0.7
"4996",15357,4,4,0.6,0.7
"4997",15358,2,-7,0.6,0.12
"4998",15359,3,2,-0.57,-1.54
"4999",15360,3,-7,-1.73,0.16
"5000",15361,4,5,0.6,0.7
"5001",15362,-8,-8,0.6,0.12
"5002",15363,2,2,0.6,0.7
"5003",15364,-8,-8,-8,0.21
"5004",15365,-8,-8,-1.73,-8
"5005",15366,-8,-8,1.76,0.66
"5006",15367,1,2,0.6,-1.54
"5007",15368,2,2,1.16,0.7
"5008",15369,2,-7,-8,-0.42
"5009",15370,4,7,0.6,-9
"5010",15371,-8,-8,0.6,-1.54
"5011",15372,-8,-8,-8,0.7
"5012",15373,-8,-8,0.6,0.12
"5013",15374,4,4,1.76,1.82
"5014",15375,2,1,1.19,0.7
"5015",15376,-8,-8,-8,0.12
"5016",15377,4,2,-0.57,-1.54
"5017",15378,-8,-8,0.6,0.12
"5018",15379,-8,-8,1.76,1.82
"5019",15380,2,2,-1.16,-0.42
"5020",15382,2,2,0.6,-0.42
"5021",15383,5,7,0.6,0.16
"5022",15384,-8,-8,-1.73,-8
"5023",15385,4,2,-1.13,-8
"5024",15386,-8,-8,1.76,-8
"5025",15387,3,2,-9,-0.42
"5026",15388,-8,-8,-8,0.16
"5027",15389,-8,-8,0.6,-8
"5028",15390,2,-7,0.03,-0.42
"5029",15391,5,4,1.76,1.82
"5030",15392,4,4,-0.57,-0.42
"5031",15393,5,4,0,1.24
"5032",15394,2,2,0.6,0.7
"5033",15395,3,2,-1.73,0.75
"5034",15396,4,4,1.16,-8
"5035",15397,-8,-8,-0.57,-0.42
"5036",15398,2,2,1.19,0.7
"5037",15400,-8,-8,-0.57,-8
"5038",15401,-8,-8,0.03,-8
"5039",15402,2,2,1.76,1.82
"5040",15403,-8,-8,-8,-1.54
"5041",15404,2,1,-1.73,-1.54
"5042",15405,-8,-8,-8,-1.54
"5043",15406,5,4,-0.57,0.12
"5044",15407,2,-7,0.6,-0.42
"5045",15408,4,4,1.76,0.16
"5046",15409,2,2,0.6,1.24
"5047",15410,-8,-8,-0.57,-0.42
"5048",15411,3,4,-0.57,-1.54
"5049",15412,2,3,-0.57,-8
"5050",15413,-8,-8,-8,0.16
"5051",15414,-8,-8,-8,-0.42
"5052",15415,2,4,1.76,0.7
"5053",15416,2,2,0.6,0.7
"5054",15417,3,2,0.03,-0.96
"5055",15418,4,2,0.6,-0.96
"5056",15420,2,-7,-1.13,-8
"5057",15421,4,-7,-1.73,-0.42
"5058",15422,5,4,0.6,1.82
"5059",15423,4,4,0.6,-0.42
"5060",15424,2,-7,0,-8
"5061",15425,-8,-8,-8,-1.54
"5062",15426,-8,-8,-8,0.16
"5063",15427,4,-7,-0.57,-0.42
"5064",15428,3,2,-0.57,0.16
"5065",15429,7,7,-1.13,-1.54
"5066",15430,2,-7,1.76,0.7
"5067",15431,4,2,1.76,1.82
"5068",15432,7,3,-0.57,0.16
"5069",15433,2,1,-1.73,-8
"5070",15434,3,4,-0.57,-0.42
"5071",15435,2,-7,-1.73,-1.54
"5072",15436,2,2,-0.57,-9
"5073",15437,4,-7,-1.16,-1.54
"5074",15438,2,2,0.03,-0.42
"5075",15439,2,2,0.6,-0.42
"5076",15440,5,3,1.76,1.24
"5077",15441,-8,-8,-0.57,-9
"5078",15442,3,7,0.03,-8
"5079",15443,-8,-8,-0.57,-0.42
"5080",15445,-8,-8,0.6,0.7
"5081",15446,4,3,-1.13,-1.54
"5082",15447,2,-7,-1.73,-8
"5083",15448,1,1,-8,0.16
"5084",15449,2,2,0.6,0.7
"5085",15450,-8,-8,-0.57,-0.42
"5086",15452,3,2,1.76,1.82
"5087",15453,-8,-8,-0.57,-0.42
"5088",15454,3,2,0,0.12
"5089",15455,4,2,0.6,0.7
"5090",15456,3,5,1.16,1.82
"5091",15457,-8,-8,0.03,1.82
"5092",15459,3,2,0.6,-8
"5093",15460,7,7,0.6,0.7
"5094",15461,-8,-8,0.6,0.16
"5095",15462,-8,-8,0.6,1.82
"5096",15463,3,2,1.76,1.82
"5097",15464,2,2,0.6,-0.42
"5098",15465,-8,-8,1.19,0.7
"5099",15466,-8,-8,-8,0.12
"5100",15467,7,4,1.76,0.16
"5101",15469,-8,-8,-8,1.28
"5102",15470,2,2,0.6,-9
"5103",15471,2,1,-0.57,-0.42
"5104",15472,-8,-8,-8,0.7
"5105",15473,1,2,0.03,0.08
"5106",15474,2,-7,-1.73,1.82
"5107",15475,2,2,0.03,1.82
"5108",15476,-8,-8,-8,0.7
"5109",15477,4,5,0.6,-0.37
"5110",15478,2,-7,0.6,1.24
"5111",15479,4,2,0.6,-0.42
"5112",15480,-8,-8,0.6,-0.42
"5113",15481,3,4,-1.73,-0.42
"5114",15482,2,2,-1.73,-1.54
"5115",15483,1,1,-1.13,-0.96
"5116",15484,2,-7,0.56,-8
"5117",15485,-8,-8,-1.73,-1.54
"5118",15486,1,-7,0.03,-8
"5119",15487,-8,-8,-0.57,-8
"5120",15488,2,2,-0.57,-0.96
"5121",15489,7,3,-0.57,1.24
"5122",15490,4,-7,0.6,-8
"5123",15491,-8,-8,0.03,-0.42
"5124",15492,5,4,0.6,0.7
"5125",15493,-8,-8,-8,-9
"5126",15494,-8,-8,-0.57,-8
"5127",15495,-8,-8,-1.16,0.21
"5128",15496,2,1,-1.73,0.75
"5129",15497,-8,-8,-0.57,-0.42
"5130",15498,2,3,0.6,0.16
"5131",15499,2,2,0.03,-0.37
"5132",15500,-8,-8,1.16,1.24
"5133",15502,2,-7,-1.13,-1.54
"5134",15503,-8,-8,0.03,-8
"5135",15505,-8,-8,-8,0.7
"5136",15506,5,4,0.6,0.7
"5137",15507,-8,-8,1.16,-8
"5138",15508,2,3,0.6,1.82
"5139",15509,2,-7,1.16,-8
"5140",15510,2,-7,-1.73,-0.42
"5141",15511,-8,-8,-1.73,-1.54
"5142",15512,4,2,-0.57,-0.42
"5143",15513,2,2,1.76,-1.54
"5144",15514,2,2,0.03,-0.42
"5145",15515,4,2,0,-8
"5146",15516,2,2,-1.13,-0.37
"5147",15517,-8,-8,0,1.24
"5148",15518,-8,-8,0.6,-0.46
"5149",15519,2,2,-1.16,-1.54
"5150",15520,-8,-8,1.76,-8
"5151",15521,2,4,-0.57,-0.42
"5152",15522,-8,-8,0.6,0.12
"5153",15523,2,-7,-9,1.82
"5154",15524,3,2,1.76,1.24
"5155",15525,2,2,0.03,-0.42
"5156",15526,-8,-8,-0.57,-1.54
"5157",15527,2,2,0.6,0.7
"5158",15528,-8,-8,-8,-1.54
"5159",15529,-8,-8,-1.16,-8
"5160",15530,-8,-8,0.6,0.7
"5161",15531,4,4,-1.73,1.24
"5162",15532,2,2,1.76,-8
"5163",15533,-8,-8,-8,-0.42
"5164",15534,4,4,0.6,1.82
"5165",15535,-8,-8,-8,1.82
"5166",15536,-8,-8,0,-1.54
"5167",15537,2,2,-1.13,-8
"5168",15538,-8,-8,1.76,-0.42
"5169",15539,-8,-8,0.03,-0.42
"5170",15540,-8,-8,-1.73,0.7
"5171",15541,3,2,0.6,0.16
"5172",15542,5,7,1.19,1.24
"5173",15543,4,4,1.19,1.24
"5174",15544,2,2,-8,-0.96
"5175",15545,-8,-8,-8,0.7
"5176",15546,2,-7,-1.73,-0.42
"5177",15547,2,2,-1.73,-1.54
"5178",15548,2,3,0,0.7
"5179",15549,2,-7,1.16,0.7
"5180",15550,1,1,1.16,-8
"5181",15551,2,2,1.19,0.7
"5182",15552,2,2,-0.57,-8
"5183",15553,2,4,0,-0.42
"5184",15554,-8,-8,0.03,-8
"5185",15556,3,-7,-8,-1.54
"5186",15557,3,2,-1.73,-1.54
"5187",15558,5,-7,0.6,0.7
"5188",15559,-8,-8,-0.57,-0.42
"5189",15560,3,2,-0.57,-0.42
"5190",15561,1,1,0,0.7
"5191",15562,2,-7,0.03,0.7
"5192",15563,-8,-8,0.03,-0.42
"5193",15564,5,2,-1.73,-0.42
"5194",15565,2,2,0.03,-8
"5195",15566,7,7,1.76,1.82
"5196",15567,2,1,-0.57,-8
"5197",15569,-8,-8,-1.13,0.12
"5198",15570,2,-7,-1.73,0.12
"5199",15571,-8,-8,-8,0.7
"5200",15572,7,-7,0.6,1.82
"5201",15573,1,2,1.16,1.24
"5202",15575,4,3,0.6,1.28
"5203",15576,-8,-8,-1.73,-1.54
"5204",15577,-8,-8,1.76,-0.42
"5205",15578,3,2,0.03,-0.42
"5206",15579,3,2,0.6,-0.42
"5207",15580,-8,-8,0.03,-0.42
"5208",15581,4,1,1.76,0.7
"5209",15582,7,7,-0.57,0.12
"5210",15583,-8,-8,-1.73,0.16
"5211",15584,-8,-8,-1.73,-1.54
"5212",15585,-8,-8,-1.73,-1.54
"5213",15586,-8,-8,-0.6,0.12
"5214",15588,-8,-8,-8,0.12
"5215",15589,5,5,0,-0.42
"5216",15590,2,2,1.76,0.7
"5217",15591,-8,-8,-0.57,-8
"5218",15592,2,2,0.6,-9
"5219",15593,2,2,0.6,0.7
"5220",15594,-8,-8,0.6,0.12
"5221",15595,3,5,0.6,0.7
"5222",15596,-8,-8,-8,0.16
"5223",15597,2,3,0.6,0.16
"5224",15598,2,3,1.76,1.24
"5225",15599,5,-7,-0.57,-0.42
"5226",15600,-8,-8,-9,1.82
"5227",15601,-8,-8,-0.57,-8
"5228",15602,7,4,-0.57,-0.42
"5229",15603,1,1,-9,0.16
"5230",15606,2,2,1.16,1.82
"5231",15607,3,2,-0.57,-0.96
"5232",15608,2,2,0.6,0.66
"5233",15609,5,4,-1.13,-0.42
"5234",15610,-8,-8,-0.57,-8
"5235",15611,2,2,-1.73,-0.42
"5236",15612,4,4,1.19,-9
"5237",15613,2,1,1.16,1.82
"5238",15614,2,2,0.03,0.16
"5239",15615,4,7,1.19,0.16
"5240",15616,3,-7,-9,-8
"5241",15617,5,4,-0.57,0.16
"5242",15618,2,2,-1.73,-0.42
"5243",15619,5,-7,-1.73,-1.54
"5244",15621,4,2,0,1.24
"5245",15622,2,2,0,0.7
"5246",15623,-8,-8,-8,0.12
"5247",15624,2,2,0.03,0.7
"5248",15625,3,-7,0,0.12
"5249",15626,1,1,0.6,1.24
"5250",15627,-8,-8,-8,1.82
"5251",15628,4,5,-0.57,-0.42
"5252",15629,2,-7,0.6,-0.42
"5253",15631,5,5,1.19,0.12
"5254",15632,-8,-8,-0.57,-8
"5255",15633,2,2,0,-0.96
"5256",15634,-8,-8,-0.57,-8
"5257",15635,5,4,0,0.7
"5258",15636,3,2,0.6,0.7
"5259",15638,2,2,-8,0.7
"5260",15639,2,4,-0.57,-0.42
"5261",15641,2,-7,-9,-0.42
"5262",15642,2,5,-8,1.82
"5263",15643,3,3,-1.73,-0.42
"5264",15644,2,3,0.6,0.12
"5265",15645,3,3,-1.13,-0.42
"5266",15646,2,-7,-1.16,-1.54
"5267",15648,2,2,0,0.7
"5268",15649,-8,-8,1.16,1.82
"5269",15650,-8,-8,-8,0.7
"5270",15651,3,3,-0.57,-0.42
"5271",15652,-8,-8,0.6,0.7
"5272",15653,4,2,1.76,1.82
"5273",15654,4,4,1.16,1.82
"5274",15655,-8,-8,-0.57,0.12
"5275",15656,3,2,0.6,0.7
"5276",15657,-8,-8,-8,-1.54
"5277",15658,-8,-8,0.6,0.7
"5278",15659,4,4,-1.73,-0.96
"5279",15660,4,4,0.6,0.16
"5280",15661,1,-7,-1.73,-0.42
"5281",15662,3,2,-1.73,-8
"5282",15663,5,4,0.63,0.7
"5283",15664,2,2,-1.73,-0.37
"5284",15665,2,2,-1.73,0.16
"5285",15666,4,-7,-0.57,-0.42
"5286",15667,7,7,-0.57,-1.54
"5287",15668,3,2,0.6,0.7
"5288",15669,4,2,1.76,0.7
"5289",15670,2,2,1.19,1.82
"5290",15671,4,2,0.03,1.24
"5291",15672,2,2,1.76,1.82
