"","STU_ID","X1PAR1EDU","X1PAR2EDU","X1MTHID","X2MTHID"
"11093",21884,3,2,1.16,1.24
"11094",21885,4,5,0,0.7
"11095",21886,-8,-8,-8,-0.42
"11096",21888,2,4,-1.73,-0.42
"11097",21889,3,2,0.03,0.7
"11098",21890,-8,-8,0.6,-0.42
"11099",21891,-8,-8,0,-8
"11100",21892,2,-7,0.03,0.12
"11101",21893,2,2,0.6,0.7
"11102",21894,1,1,0.6,-0.42
"11103",21895,2,2,0.6,0.7
"11104",21896,-8,-8,-1.73,-8
"11105",21897,-8,-8,1.76,1.82
"11106",21898,2,-7,0.03,-0.42
"11107",21899,-8,-8,-0.53,-1.54
"11108",21900,3,2,0.03,-0.42
"11109",21901,-8,-8,0.6,-8
"11110",21902,2,-7,-0.57,-1.54
"11111",21903,-8,-8,0.03,0.7
"11112",21904,3,3,-1.13,-1.54
"11113",21905,4,-7,-1.73,-8
"11114",21906,3,1,0,1.24
"11115",21907,2,2,-1.13,-1.54
"11116",21908,4,4,-1.73,-1.54
"11117",21909,4,5,0.6,1.24
"11118",21910,2,-7,0.6,-8
"11119",21912,-8,-8,0.6,0.7
"11120",21913,-8,-8,0.6,0.16
"11121",21914,2,3,-1.73,-1.54
"11122",21915,-8,-8,0,0.12
"11123",21916,2,7,1.19,0.12
"11124",21917,3,2,-1.73,-9
"11125",21918,2,2,1.19,-1.54
"11126",21919,5,4,1.76,0.16
"11127",21920,4,7,1.16,-0.42
"11128",21922,2,2,0.6,-8
"11129",21923,4,3,0,1.24
"11130",21924,1,1,1.19,0.7
"11131",21925,2,2,-0.57,0.7
"11132",21926,7,3,-9,-0.42
"11133",21927,2,2,1.76,-9
"11134",21928,-8,-8,-0.57,-0.42
"11135",21929,-8,-8,0.03,-1.54
"11136",21930,-8,-8,0,-1.54
"11137",21931,2,2,-0.57,-0.96
"11138",21932,4,4,1.16,0.12
"11139",21933,2,-7,-1.73,-1.54
"11140",21934,-8,-8,-8,0.7
"11141",21935,-8,-8,-0.57,-1.54
"11142",21936,2,2,0.6,-0.42
"11143",21937,-8,-8,-8,1.24
"11144",21938,2,2,0,0.12
"11145",21939,-8,-8,-8,-0.42
"11146",21941,5,4,-9,1.24
"11147",21942,4,-7,0.6,0.16
"11148",21943,2,3,-1.73,-0.42
"11149",21944,-8,-8,-8,-0.42
"11150",21945,-8,-8,0,-9
"11151",21946,4,5,0,-0.42
"11152",21947,-8,-8,-1.13,-8
"11153",21948,-8,-8,0.6,-8
"11154",21949,-8,-8,0,-8
"11155",21951,4,4,-1.73,0.12
"11156",21952,-8,-8,0,-8
"11157",21953,-8,-8,-1.16,-1
"11158",21954,1,-7,0.56,0.7
"11159",21956,-8,-8,0.6,-8
"11160",21957,4,5,0.03,0.16
"11161",21958,-8,-8,-8,0.7
"11162",21959,3,2,0,0.12
"11163",21960,3,2,-0.57,-1.54
"11164",21961,-8,-8,0.03,-0.96
"11165",21962,-8,-8,-8,-0.96
"11166",21963,-8,-8,0.03,1.82
"11167",21964,2,2,0.6,0.7
"11168",21965,4,2,0.03,-0.42
"11169",21966,-8,-8,-8,-9
"11170",21968,5,5,0.6,-0.96
"11171",21969,5,-7,-1.73,-0.37
"11172",21970,4,4,1.76,1.82
"11173",21972,4,3,-0.57,-0.37
"11174",21974,-8,-8,-0.57,-0.96
"11175",21975,2,2,0.03,-1.54
"11176",21976,2,2,-0.57,-0.42
"11177",21977,5,4,0.6,1.24
"11178",21978,2,1,-1.73,-0.42
"11179",21979,-8,-8,1.76,1.24
"11180",21980,4,2,1.76,0.7
"11181",21981,-8,-8,-8,0.7
"11182",21982,4,4,1.76,0.16
"11183",21983,2,-7,-1.13,-9
"11184",21984,-8,-8,-0.57,-8
"11185",21986,4,5,1.16,1.82
"11186",21987,2,3,1.16,-1.54
"11187",21988,2,2,-0.57,-1.54
"11188",21989,2,2,-1.13,-1.54
"11189",21990,-8,-8,-1.73,-8
"11190",21991,5,4,-1.73,0.16
"11191",21993,2,3,0.03,0.12
"11192",21994,-8,-8,-8,0.7
"11193",21995,4,2,0.6,0.16
"11194",21996,-8,-8,0.6,0.7
"11195",21997,2,-7,-0.57,0.12
"11196",21998,-8,-8,-0.57,-8
"11197",21999,2,2,-1.73,-1.54
"11198",22000,5,3,-1.73,0.16
"11199",22001,1,-7,1.76,1.24
"11200",22002,2,-7,0.6,0.7
"11201",22003,4,2,-1.73,-8
"11202",22004,4,-7,0,-8
"11203",22005,-8,-8,0.6,0.16
"11204",22006,-8,-8,0.6,0.7
"11205",22007,2,-7,-1.73,-0.96
"11206",22008,4,4,1.76,1.82
"11207",22009,-8,-8,1.76,1.82
"11208",22010,-8,-8,-8,0.7
"11209",22011,5,2,-0.57,0.16
"11210",22012,4,7,1.76,-9
"11211",22013,-8,-8,-8,-8
"11212",22014,4,7,1.76,-0.37
"11213",22015,2,2,0.6,0.7
"11214",22016,2,-7,0.03,-0.42
"11215",22017,-8,-8,0.6,0.12
"11216",22018,2,-7,-0.57,-0.42
"11217",22019,2,1,-0.57,-1.54
"11218",22020,2,-7,-1.73,-1.54
"11219",22021,-8,-8,0.6,-0.42
"11220",22022,4,4,-0.57,-0.42
"11221",22023,2,2,1.16,0.7
"11222",22024,4,-7,0,0.16
"11223",22025,5,4,1.76,1.82
"11224",22026,2,2,0,-0.42
"11225",22027,3,2,-9,0.7
"11226",22028,5,4,1.76,0.7
"11227",22029,-8,-8,-8,-0.42
"11228",22030,5,4,0.03,1.28
"11229",22031,4,4,0.6,0.7
"11230",22032,-8,-8,-8,-0.96
"11231",22033,5,4,1.19,-1.54
"11232",22034,4,4,-1.73,-1.54
"11233",22035,2,2,1.76,1.82
"11234",22036,-8,-8,0,0.12
"11235",22037,-8,-8,0.6,-0.96
"11236",22038,-8,-8,-1.73,0.7
"11237",22039,2,-7,-0.57,-0.42
"11238",22040,2,2,-0.57,0.16
"11239",22041,2,2,-1.73,-0.42
"11240",22042,2,-7,-1.13,-9
"11241",22043,7,-7,-0.57,-0.42
"11242",22044,2,4,-0.57,-9
"11243",22045,3,2,-0.57,-1.54
"11244",22046,-8,-8,-8,-0.42
"11245",22047,1,-7,-1.73,-1.54
"11246",22048,5,2,0.6,-0.42
"11247",22049,-8,-8,-1.16,-8
"11248",22050,2,4,1.76,-8
"11249",22051,7,4,0.6,1.82
"11250",22052,5,4,1.16,1.82
"11251",22053,7,5,1.19,1.28
"11252",22054,1,1,1.19,0.21
"11253",22055,1,1,-1.73,-0.96
"11254",22056,-8,-8,0.6,-8
"11255",22057,3,2,-0.57,-0.42
"11256",22059,4,4,0.6,0.7
"11257",22060,4,2,0.6,1.82
"11258",22061,-8,-8,-8,0.7
"11259",22062,4,7,0.6,0.7
"11260",22063,5,4,0.6,-0.42
"11261",22064,4,5,1.76,1.82
"11262",22065,-8,-8,0.6,0.7
"11263",22066,2,-7,-0.57,0.7
"11264",22067,5,2,-1.73,-1.54
"11265",22068,3,2,0.03,0.16
"11266",22069,2,2,-0.57,-0.96
"11267",22070,-8,-8,-0.57,1.28
"11268",22071,5,3,1.76,1.24
"11269",22073,3,3,0.6,-8
"11270",22074,5,4,-0.57,-8
"11271",22075,5,4,-1.73,-1.54
"11272",22076,-8,-8,-0.57,-0.42
"11273",22077,-8,-8,0.03,-0.42
"11274",22078,7,-7,-0.57,0.7
"11275",22079,-8,-8,0.6,-8
"11276",22080,-8,-8,0,0.7
"11277",22081,-8,-8,-8,0.7
"11278",22082,1,1,1.76,-0.42
"11279",22083,5,-7,-0.57,-0.96
"11280",22084,2,3,0,0.12
"11281",22085,-8,-8,-0.57,-0.42
"11282",22086,2,3,0.03,0.12
"11283",22087,4,-7,0,-0.42
"11284",22088,4,4,1.16,1.82
"11285",22089,-8,-8,0.6,1.82
"11286",22090,2,2,0.6,0.7
"11287",22091,2,2,0.6,-0.96
"11288",22092,2,-7,0.6,0.16
"11289",22093,1,2,1.76,1.82
"11290",22094,-8,-8,0.6,0.7
"11291",22095,-8,-8,0,-8
"11292",22097,-8,-8,0,0.12
"11293",22098,-8,-8,-0.57,-0.42
"11294",22099,2,2,-1.16,-0.42
"11295",22100,4,5,-0.57,-1.54
"11296",22101,1,1,-0.57,-0.42
"11297",22102,5,3,1.76,-9
"11298",22103,4,-7,1.76,-8
"11299",22104,2,2,-0.57,-0.42
"11300",22105,2,4,0.6,1.28
"11301",22106,5,4,0.03,-9
"11302",22107,2,3,0.6,-1.54
"11303",22108,4,2,1.16,1.24
"11304",22109,-8,-8,-8,1.82
"11305",22110,4,-7,0.6,1.28
"11306",22111,-8,-8,1.19,1.82
"11307",22112,2,-7,1.76,1.82
"11308",22113,4,3,0.6,0.16
"11309",22114,-8,-8,0.6,-8
"11310",22115,4,4,0.6,-0.42
"11311",22116,-8,-8,0.6,-8
"11312",22117,2,1,1.76,1.82
"11313",22118,3,3,0.6,0.7
"11314",22119,-8,-8,-8,-0.42
"11315",22120,-8,-8,-1.73,-8
"11316",22121,4,2,-1.16,-0.42
"11317",22122,3,2,0.03,-0.42
"11318",22123,2,2,1.16,1.24
"11319",22124,5,4,-0.57,-0.37
"11320",22125,2,3,1.19,1.28
"11321",22126,1,-7,-1.13,-1.54
"11322",22127,2,-7,0,-0.42
"11323",22128,1,1,1.16,0.12
"11324",22129,5,-7,-1.16,-1
"11325",22130,2,2,-0.57,-0.42
"11326",22131,2,2,0.03,0.16
"11327",22133,4,2,0,-1.54
"11328",22134,-8,-8,-8,1.82
"11329",22135,4,4,0.63,-1.54
"11330",22136,3,3,0.6,0.7
"11331",22139,3,2,1.19,-0.42
"11332",22140,4,4,0.6,0.16
"11333",22141,2,2,-1.16,-0.42
"11334",22142,3,4,1.16,1.24
"11335",22143,2,2,-1.73,-1.54
"11336",22144,4,-7,0.03,-0.37
"11337",22145,-8,-8,-8,0.12
"11338",22147,5,7,-1.16,0.16
"11339",22148,2,2,0.6,-8
"11340",22149,2,-7,-0.57,-0.42
"11341",22150,-8,-8,0.6,-0.42
"11342",22151,1,-7,0.03,-8
"11343",22152,3,3,0,1.82
"11344",22153,2,2,-0.57,-1.54
"11345",22154,3,2,0.6,0.7
"11346",22155,-8,-8,0.6,-8
"11347",22156,2,-7,-1.73,-1.54
"11348",22157,2,-7,1.76,1.82
"11349",22158,4,2,0.03,-0.37
"11350",22159,4,4,0.6,0.16
"11351",22160,-8,-8,-1.73,-0.42
"11352",22161,4,4,-1.13,-0.96
"11353",22162,1,-7,-1.13,0.16
"11354",22163,4,3,0,0.66
"11355",22164,5,5,0.03,-0.42
"11356",22165,3,3,-1.13,-1.54
"11357",22166,2,2,1.19,0.7
"11358",22167,-8,-8,0.6,0.7
"11359",22168,2,2,-0.57,-0.42
"11360",22169,2,1,0.03,-8
"11361",22170,2,3,-1.73,-0.42
"11362",22171,-8,-8,0.03,0.16
"11363",22172,1,2,0.06,-0.37
"11364",22173,2,2,-0.57,0.7
"11365",22174,2,4,-1.73,-1.54
"11366",22175,-8,-8,0.63,-8
"11367",22176,2,-7,1.76,-9
"11368",22177,2,-7,0.03,0.16
"11369",22178,-8,-8,0.6,0.7
"11370",22179,4,-7,0.6,1.24
"11371",22180,4,2,0.03,-0.42
"11372",22181,2,2,-1.13,0.7
"11373",22182,-8,-8,0,1.24
"11374",22183,3,2,-0.57,-0.42
"11375",22184,2,-7,-1.73,-8
"11376",22185,-8,-8,-1.73,0.7
"11377",22186,2,-7,0.03,0.08
"11378",22187,2,-7,0.03,-1.54
"11379",22188,-8,-8,0,-8
"11380",22189,-8,-8,1.19,0.7
"11381",22190,2,-7,0.6,-8
"11382",22191,-8,-8,-0.57,-1.54
"11383",22192,4,4,1.76,1.82
"11384",22193,2,2,1.76,1.82
"11385",22194,-8,-8,-0.57,-8
"11386",22195,3,2,1.76,1.82
"11387",22197,1,-7,-0.57,-0.42
"11388",22198,2,1,-0.57,-1.54
"11389",22199,5,-7,-1.13,-1.54
"11390",22200,2,2,-0.57,-1.54
"11391",22201,2,2,-0.57,-1.54
"11392",22202,3,3,0.6,0.7
"11393",22203,4,5,0.6,0.12
"11394",22204,2,3,-1.13,1.82
"11395",22205,2,-7,0.03,-8
"11396",22206,2,-7,-0.53,0.16
"11397",22207,1,1,0,0.12
"11398",22208,4,2,1.16,1.82
"11399",22210,5,2,0.6,1.82
"11400",22211,3,1,0.6,0.66
"11401",22212,2,4,0.6,-0.42
"11402",22213,2,-7,0,-9
"11403",22214,-8,-8,-8,0.16
"11404",22215,2,-7,0.03,0.16
"11405",22216,5,2,0.6,-8
"11406",22217,2,2,-0.57,-0.42
"11407",22218,3,2,0.6,0.7
"11408",22219,4,2,1.16,0.7
"11409",22220,2,2,0,-1
"11410",22221,2,4,0.6,1.82
"11411",22222,-8,-8,-1.73,-8
"11412",22223,2,2,1.76,0.7
"11413",22224,3,1,1.76,1.28
"11414",22225,-8,-8,-8,-8
"11415",22226,2,-7,0,-1.54
"11416",22227,4,4,0.03,-1.54
"11417",22228,2,2,-1.73,-1.54
"11418",22229,3,2,-1.73,-0.42
"11419",22230,4,4,0.6,0.7
"11420",22231,3,1,0.03,-8
"11421",22232,1,1,-0.57,-1.54
"11422",22233,2,4,0.6,0.7
"11423",22235,1,-7,-9,0.7
"11424",22236,3,-7,1.16,1.82
"11425",22237,4,5,-0.57,-1.54
"11426",22238,3,-7,0.6,1.82
"11427",22239,2,-7,-0.57,-0.42
"11428",22240,2,-7,-8,0.12
"11429",22242,7,2,0.06,1.28
"11430",22243,2,-7,-1.13,0.16
"11431",22244,4,4,0.6,0.7
"11432",22245,4,-7,0.03,-0.37
"11433",22246,5,4,1.76,1.82
"11434",22247,2,2,1.16,1.82
"11435",22248,3,3,-1.16,0.16
"11436",22249,3,1,0.03,-0.42
"11437",22250,2,-7,-0.57,-0.42
"11438",22251,3,3,0.6,0.7
"11439",22252,4,-7,0.6,0.7
"11440",22253,2,2,0.6,0.12
"11441",22254,1,2,-1.16,0.16
"11442",22255,-8,-8,1.76,0.7
"11443",22256,-8,-8,0.6,1.82
"11444",22257,4,4,0.03,0.7
"11445",22258,5,3,1.16,0.12
"11446",22259,4,5,1.76,1.82
"11447",22260,2,-7,-0.57,-0.42
"11448",22261,-8,-8,0,-0.37
"11449",22262,-8,-8,-1.73,-0.42
"11450",22263,5,7,0.03,0.7
"11451",22264,4,4,0.6,1.82
"11452",22265,5,7,-0.57,-0.42
"11453",22266,4,4,-0.57,-0.42
"11454",22267,1,1,0,0.16
"11455",22268,3,-7,-0.57,-8
"11456",22269,2,-7,-1.73,-8
"11457",22271,4,3,0,-8
"11458",22272,-8,-8,0.6,0.12
"11459",22273,4,7,0.6,0.7
"11460",22274,4,4,1.76,1.82
"11461",22275,1,2,0.6,0.7
"11462",22276,1,2,1.16,-9
"11463",22277,-8,-8,-8,-0.42
"11464",22278,2,2,1.16,-1.54
"11465",22279,5,7,0.6,1.24
"11466",22280,-8,-8,0.03,0.16
"11467",22281,-8,-8,0.6,-0.42
"11468",22282,-8,-8,-1.73,0.12
"11469",22283,2,4,0.6,-0.42
"11470",22284,2,-7,0.6,-0.42
"11471",22285,4,5,0.6,-9
"11472",22286,3,2,1.16,-9
"11473",22287,2,4,1.76,1.24
"11474",22288,2,2,-8,-0.37
"11475",22289,-8,-8,-0.57,-8
"11476",22290,2,-7,0.6,0.12
"11477",22291,3,2,0.6,-0.42
"11478",22292,2,2,-0.57,-0.42
"11479",22293,2,2,-0.57,-8
"11480",22294,-8,-8,-0.57,1.28
"11481",22295,-8,-8,0.03,0.7
"11482",22296,1,1,0,-0.42
"11483",22297,2,2,-1.73,-9
"11484",22298,2,2,1.16,0.7
"11485",22299,-8,-8,-8,-0.96
"11486",22300,4,2,1.16,1.24
"11487",22301,2,-7,-1.73,-1.54
"11488",22302,-8,-8,-0.57,-8
"11489",22303,-8,-8,0.6,-1.54
"11490",22304,4,7,-0.57,1.82
"11491",22305,4,2,1.19,0.12
"11492",22306,3,2,-0.57,-0.42
"11493",22307,-8,-8,-1.73,-8
"11494",22309,-8,-8,-1.73,-0.42
"11495",22310,2,2,-1.73,-0.42
"11496",22311,-8,-8,-8,1.82
"11497",22312,4,-7,-1.73,-1.54
"11498",22313,3,2,0.03,-1.54
"11499",22314,5,2,-0.53,-0.37
"11500",22315,3,2,-1.73,-0.42
"11501",22316,5,4,-1.13,-0.96
"11502",22317,2,2,-0.57,-0.42
"11503",22319,2,2,0.6,-0.42
"11504",22320,2,2,0.03,-1.54
"11505",22322,4,4,1.76,1.82
"11506",22323,3,2,-9,0.12
"11507",22324,3,2,0.03,-0.42
"11508",22325,2,2,0.6,-0.96
"11509",22326,4,4,0,0.12
"11510",22327,7,7,-0.57,0.7
"11511",22328,2,2,0.6,0.16
"11512",22329,4,2,0.6,0.7
"11513",22330,4,3,-1.13,-8
"11514",22331,-8,-8,-8,-1.54
"11515",22332,-8,-8,0.03,-1.54
"11516",22333,1,-7,0.03,-8
"11517",22334,-8,-8,1.76,1.82
"11518",22335,1,1,0.6,-8
"11519",22336,4,3,1.76,0.7
"11520",22337,3,-7,1.16,1.82
"11521",22338,-8,-8,-8,1.82
"11522",22339,2,7,0,-8
"11523",22341,4,3,1.19,-0.96
"11524",22342,1,-7,-0.57,-8
"11525",22343,-8,-8,-0.57,-1.54
"11526",22344,4,-7,-1.73,-0.42
"11527",22345,2,2,-0.57,0.12
"11528",22346,-8,-8,-8,-0.96
"11529",22347,1,-7,1.76,1.82
"11530",22348,5,4,-0.57,0.7
"11531",22349,-8,-8,-0.57,-0.96
"11532",22350,4,4,0.6,1.82
"11533",22351,4,7,0.6,-1.54
"11534",22352,4,-7,-0.57,-0.42
"11535",22353,2,-7,-1.16,-8
"11536",22354,2,-7,0.6,1.82
"11537",22355,5,4,-0.57,-0.42
"11538",22356,-8,-8,-1.13,-8
"11539",22357,2,2,-1.73,-8
"11540",22358,3,2,-1.73,-1.54
"11541",22359,-8,-8,-1.73,-8
"11542",22360,-8,-8,-8,1.24
"11543",22361,-8,-8,0,-8
"11544",22362,2,-7,0.03,1.24
"11545",22363,2,-7,-0.57,-0.96
"11546",22364,4,5,1.19,1.82
"11547",22366,4,5,0.6,0.7
"11548",22367,2,2,-0.57,0.16
"11549",22368,4,4,1.76,-8
"11550",22369,4,7,1.76,1.82
"11551",22370,4,5,0.6,1.28
"11552",22371,-8,-8,0.56,-9
"11553",22372,2,-7,0,0.66
"11554",22373,-8,-8,-0.53,-8
"11555",22374,-8,-8,-1.73,-0.42
"11556",22375,4,4,0,1.24
"11557",22376,-8,-8,-1.73,-8
"11558",22377,-8,-8,-0.6,0.7
"11559",22378,4,-7,0.03,0.7
"11560",22379,-8,-8,-8,0.7
"11561",22380,2,2,0,-0.42
"11562",22381,-8,-8,0.03,-0.42
"11563",22382,2,2,0.03,-8
"11564",22383,2,-7,-0.57,-0.42
"11565",22384,4,4,0.03,0.12
"11566",22385,4,2,-0.57,-8
"11567",22386,2,2,0.63,-0.42
"11568",22387,3,1,0.6,1.28
"11569",22388,-8,-8,-8,-1.54
"11570",22389,5,5,1.76,1.82
"11571",22391,3,-7,-1.16,-8
"11572",22392,2,2,0,0.7
"11573",22393,2,2,-8,1.24
"11574",22394,4,2,0.6,0.7
"11575",22395,-8,-8,0.6,0.7
"11576",22396,-8,-8,1.19,-8
"11577",22397,4,4,-8,-1.54
"11578",22398,3,1,-0.57,-0.96
"11579",22399,-8,-8,-8,-0.42
"11580",22400,3,2,-1.73,-8
"11581",22401,-8,-8,-0.57,-1.54
"11582",22402,3,3,0.03,0.16
"11583",22403,2,4,-0.57,-8
"11584",22404,3,7,-0.57,-1.54
"11585",22405,5,4,0.6,0.7
"11586",22406,-8,-8,-1.13,-0.42
"11587",22407,5,-7,0.6,0.7
"11588",22408,3,3,0.6,1.82
"11589",22409,-8,-8,-1.13,-0.42
"11590",22410,-8,-8,-1.73,-0.42
"11591",22411,1,-7,0.6,0.7
"11592",22413,2,3,-0.57,0.7
"11593",22414,-8,-8,-0.57,-8
"11594",22415,-8,-8,-0.57,-8
"11595",22416,5,-7,0,-0.42
"11596",22417,4,4,0.6,-0.42
"11597",22418,4,4,0.6,-0.96
"11598",22419,2,-7,-1.73,-9
"11599",22420,2,1,-0.57,-0.42
"11600",22421,4,4,-0.57,-1.54
"11601",22422,3,2,0.03,-0.37
"11602",22423,3,4,1.16,1.24
"11603",22424,7,7,0.6,0.16
"11604",22425,2,-7,1.76,1.24
"11605",22426,4,2,1.76,1.82
"11606",22427,2,-7,0.03,-8
"11607",22428,2,-7,-1.73,-0.42
"11608",22429,-8,-8,1.76,-8
"11609",22430,-8,-8,-1.73,-1.54
"11610",22431,4,2,-0.57,-0.42
"11611",22432,5,-7,0.6,0.7
"11612",22433,5,4,-0.57,0.16
"11613",22434,-8,-8,-0.57,-1.54
"11614",22435,4,-7,-0.57,0.7
"11615",22436,-8,-8,-1.73,-8
"11616",22437,1,-7,-0.53,-1.54
"11617",22438,2,-7,-0.57,-0.42
"11618",22439,-8,-8,1.19,1.82
"11619",22440,4,-7,-0.57,-8
"11620",22441,2,2,0.6,0.12
"11621",22442,4,1,0.6,1.28
"11622",22443,2,3,0.6,-8
"11623",22444,2,-7,0.03,0.7
"11624",22445,1,1,1.76,-9
"11625",22446,2,-7,-1.73,-0.96
"11626",22447,4,4,-0.53,1.28
"11627",22448,2,2,-0.57,-9
"11628",22449,2,-7,0.03,-8
"11629",22450,4,4,-0.57,0.12
"11630",22451,2,2,0.6,-0.42
"11631",22452,-8,-8,-1.73,-8
"11632",22453,1,2,0.6,-0.42
"11633",22454,2,2,-1.13,-1.54
"11634",22455,2,2,0.6,1.24
"11635",22456,4,3,1.19,1.28
"11636",22457,2,2,-0.57,0.12
"11637",22458,4,-7,1.19,-8
"11638",22459,1,1,0.03,-1.54
"11639",22460,5,7,1.76,0.12
"11640",22461,-8,-8,-8,-1.54
"11641",22462,5,4,-1.13,-1.54
"11642",22463,1,-7,0,-1.54
"11643",22464,2,2,0.6,-0.42
"11644",22465,-8,-8,-1.13,1.82
"11645",22466,-8,-8,-1.13,-0.42
"11646",22467,1,1,-0.57,-1.54
"11647",22468,1,1,-0.57,-0.42
"11648",22469,5,3,-0.57,-1.54
"11649",22470,3,-7,0.03,-1.54
"11650",22471,-8,-8,0.03,0.16
"11651",22472,3,-7,0.03,-0.42
"11652",22473,1,-7,-1.73,-0.96
"11653",22474,4,3,0.03,-0.37
"11654",22476,7,5,0,1.24
"11655",22477,-8,-8,-8,0.7
"11656",22478,-8,-8,-8,1.28
"11657",22479,5,-7,-1.16,-0.42
"11658",22480,1,2,-8,1.82
"11659",22481,2,2,-9,-1.54
"11660",22482,2,2,-0.57,-0.42
"11661",22483,5,7,1.16,-0.37
"11662",22484,2,3,-1.73,-0.96
"11663",22485,4,4,0.6,0.7
"11664",22486,2,-7,-0.57,0.16
"11665",22488,4,4,0.6,1.24
"11666",22489,-8,-8,-1.73,-1.54
"11667",22490,2,2,1.76,0.7
"11668",22491,-8,-8,-1.73,-8
"11669",22492,4,4,-1.16,-1.54
"11670",22493,1,-7,0.03,0.7
"11671",22495,4,4,0.6,-8
"11672",22496,2,2,0.03,-1.54
"11673",22497,-8,-8,-0.57,-0.42
"11674",22498,2,2,0,-8
"11675",22500,-8,-8,-1.73,-8
"11676",22501,-8,-8,-8,1.24
"11677",22502,2,1,0.6,1.82
"11678",22503,-8,-8,-8,-0.42
"11679",22504,-8,-8,-0.6,0.12
"11680",22505,-8,-8,-1.73,-1.54
"11681",22506,4,2,1.76,1.82
"11682",22507,4,4,-1.13,0.16
"11683",22508,-8,-8,1.76,-9
"11684",22509,-8,-8,-0.57,-0.42
"11685",22510,4,2,0.03,0.7
"11686",22511,3,2,0.6,-0.96
"11687",22512,-8,-8,-1.13,-0.42
"11688",22513,-8,-8,0.03,-0.42
"11689",22514,2,2,0.6,0.7
"11690",22515,-8,-8,-8,-1.54
"11691",22516,4,-7,-1.73,-1.54
"11692",22517,3,2,-1.13,0.7
"11693",22518,4,4,0.6,-8
"11694",22519,3,2,-0.57,-0.42
"11695",22520,2,3,0.6,1.82
"11696",22521,2,-7,-1.73,-0.42
"11697",22522,1,2,0,-0.42
"11698",22523,-8,-8,1.16,-8
"11699",22524,-8,-8,-0.57,-1.54
"11700",22525,4,5,0.6,1.24
"11701",22526,3,3,1.76,0.75
"11702",22527,-8,-8,-0.57,-0.42
"11703",22528,-8,-8,0.56,-8
"11704",22529,2,-7,1.16,0.7
"11705",22530,2,2,0.6,0.7
"11706",22531,-8,-8,-1.13,-1.54
"11707",22532,-8,-8,-1.73,-1.54
"11708",22533,2,-7,-0.57,-0.42
"11709",22534,3,2,-0.57,-1.54
"11710",22535,2,1,-0.53,-1.54
"11711",22536,-8,-8,0,-0.42
"11712",22537,4,3,1.76,1.82
"11713",22538,-8,-8,-0.57,-8
"11714",22540,2,2,0,-1.54
"11715",22541,1,-7,-0.57,0.16
"11716",22542,2,2,0.03,-8
"11717",22543,5,-7,0.6,0.16
"11718",22544,3,3,0.03,-0.42
"11719",22545,4,2,-0.57,-0.42
"11720",22546,3,2,-0.57,-8
"11721",22547,2,1,1.19,1.28
"11722",22548,4,3,0.6,-1.54
"11723",22549,2,7,0.03,-0.42
"11724",22550,2,3,0.6,-0.42
"11725",22552,2,2,1.76,1.24
"11726",22553,7,7,0.6,0.7
"11727",22555,-8,-8,-8,0.12
"11728",22556,2,2,0.6,-0.42
"11729",22557,-8,-8,-8,0.7
"11730",22558,3,5,-0.53,-0.42
"11731",22559,-8,-8,0.6,0.66
"11732",22560,4,4,0.6,0.7
"11733",22561,3,2,-0.57,-0.42
"11734",22562,3,3,1.16,0.12
"11735",22565,2,-7,0,0.12
"11736",22566,-8,-8,1.16,-0.42
"11737",22567,2,2,0.03,0.12
"11738",22569,4,1,-0.57,-1.54
"11739",22570,4,4,0.03,0.7
"11740",22571,1,-7,0,-0.42
"11741",22572,2,2,0.6,0.7
"11742",22573,3,5,0.6,1.82
"11743",22574,2,2,1.76,-8
"11744",22575,3,7,-0.57,-1.54
"11745",22576,-8,-8,-1.13,-0.42
"11746",22577,3,3,0.6,0.7
"11747",22578,5,2,-0.57,-1.54
"11748",22579,4,4,-0.57,-0.42
"11749",22580,-8,-8,-0.53,0.16
"11750",22581,2,2,-0.57,0.16
"11751",22582,2,-7,0.6,-8
"11752",22583,3,3,1.16,1.82
"11753",22584,2,1,-0.57,-0.42
"11754",22585,2,-7,1.16,-8
"11755",22586,-8,-8,0.6,0.7
"11756",22587,3,1,0.03,-9
"11757",22588,2,2,1.19,0.16
"11758",22589,4,2,-0.57,0.7
"11759",22590,2,-7,1.19,-0.37
"11760",22591,2,2,1.19,0.16
"11761",22592,3,2,0.03,-0.37
"11762",22593,-8,-8,0.03,-0.42
"11763",22594,4,7,-8,1.82
"11764",22595,2,5,-0.57,-1.54
"11765",22597,4,5,0.6,-0.42
"11766",22598,2,3,1.19,1.24
"11767",22599,3,3,0.6,1.24
"11768",22600,2,2,-0.57,-1.54
"11769",22601,5,3,1.76,-0.42
"11770",22602,-8,-8,-8,-1.54
"11771",22603,-8,-8,0.6,0.7
"11772",22604,4,5,1.76,1.82
"11773",22605,5,2,1.76,-8
"11774",22606,2,2,1.76,0.7
"11775",22608,1,1,-0.57,-1
"11776",22609,2,2,-0.57,-0.96
"11777",22610,1,1,-1.73,-8
"11778",22611,5,7,-0.57,-0.42
"11779",22612,4,5,0.6,0.7
"11780",22613,3,2,0.6,-8
"11781",22614,-8,-8,-1.13,-0.37
"11782",22615,5,3,-0.57,1.28
"11783",22616,4,1,0.56,1.24
"11784",22617,2,-7,1.16,1.82
"11785",22620,3,2,1.76,-8
"11786",22621,-8,-8,1.76,0.7
"11787",22622,7,4,0.6,0.7
"11788",22623,2,4,-0.57,0.7
